,id,sentence,split,normalized,check
717,08b282ca672d,পরমশুদ্ধ ভাব যেন সর্বদা রক্ষিত হয়।,train,পরমশুদ্ধ ভাব যেন সর্বদা রক্ষিত হয়।,True
718,02007711021d,এরি মধ্যে মিটিল কি প্রণয়েরি আশ!,train,এরি মধ্যে মিটিল কি প্রণয়েরি আশ!,True
719,06078fcd7815,"মামুনি, নাম কী তোমার?",train,"মামুনি, নাম কী তোমার?",True
720,02880df44a24,বেলা সাড়ে চারটার দিকে লালকুঠি এলাকায় সাত-আটজন যুবক তাঁকে এলোপাতাড়ি ছুরিকাঘাত করে।,train,বেলা সাড়ে চারটার দিকে লালকুঠি এলাকায় সাত-আটজন যুবক তাঁকে এলোপাতাড়ি ছুরিকাঘাত করে।,True
721,064dab3261ad,এবং চাপ দিয়ে আদায় করলেও তার ফল ভালো হয় না।,train,এবং চাপ দিয়ে আদায় করলেও তার ফল ভালো হয় না।,True
722,076077f9b702,প্রথমার্ধের যোগ করা সময়ে মাঝমাঠ থেকে দুর্দান্ত থ্রু পেলেন মোহামেডান বক্সের সামনে।,train,প্রথমার্ধের যোগ করা সময়ে মাঝমাঠ থেকে দুর্দান্ত থ্রু পেলেন মোহামেডান বক্সের সামনে।,True
723,07b4461c242d,দীর্ঘসময় আলাদা থাকার ফলে তারা বিবাহ বিচ্ছেদের সিদ্ধান্ত নেয়।,valid,দীর্ঘসময় আলাদা থাকার ফলে তারা বিবাহ বিচ্ছেদের সিদ্ধান্ত নেয়।,True
724,09e38e60eb26,গোরা কোনো কথা না বলিয়া ঘর হইতে বাহির হইয়া গেল।,train,গোরা কোনো কথা না বলিয়া ঘর হইতে বাহির হইয়া গেল।,True
725,0aa2cdb0fd3b,"বরকত সাহেব বললেন, আপনি তো সারা দিন কিছু খান নি।",train,"বরকত সাহেব বললেন, আপনি তো সারা দিন কিছু খান নি।",True
726,051718847022,"আনন্দময়ী কহিলেন, তোমাদের ব্রাহ্মসমাজও কি মানুষের সঙ্গে মানুষকে মিলতে দেবে না?",train,"আনন্দময়ী কহিলেন, তোমাদের ব্রাহ্মসমাজও কি মানুষের সঙ্গে মানুষকে মিলতে দেবে না?",True
727,0a355d4152e9,"জয়া বলে, কী রে, কী হয়েছে তোর?",train,"জয়া বলে, কী রে, কী হয়েছে তোর?",True
728,0554ac222391,বর্তমানে এই জেলাটি রেড করিডোরের অন্তর্গত।,valid,বর্তমানে এই জেলাটি রেড করিডোরের অন্তর্গত।,True
729,051a189cde51,"তিনি শেখ হাসিনার প্রথম মন্ত্রিসভার বিদ্যুৎ, জ্বালানি ও খনিজ সম্পদ মন্ত্রণালয়ের প্রতিমন্ত্রী হিসেবেও দায়িত্ব পালন করেন।",valid,"তিনি শেখ হাসিনার প্রথম মন্ত্রিসভার বিদ্যুৎ, জ্বালানি ও খনিজ সম্পদ মন্ত্রণালয়ের প্রতিমন্ত্রী হিসেবেও দায়িত্ব পালন করেন।",True
730,0a76de3775c9,কিন্তু তুমি মরোনি।,train,কিন্তু তুমি মরোনি।,True
731,0307c94864d7,"সালেহ, ঐ মেয়েটির কি এ-রকম অভিজ্ঞতা হয়েছে?",train,"সালেহ, ঐ মেয়েটির কি এ-রকম অভিজ্ঞতা হয়েছে?",True
732,0c3f5090a14c,অনুষ্ঠানের আগে একটি বর্ণাঢ্য শোভাযাত্রা শহর প্রদক্ষিণ করে স্কুল মাঠে গিয়ে শেষ হয়।,train,অনুষ্ঠানের আগে একটি বর্ণাঢ্য শোভাযাত্রা শহর প্রদক্ষিণ করে স্কুল মাঠে গিয়ে শেষ হয়।,True
733,008f64b145a6,তারপর তিনি বাহরাইন ফুটবল সংস্থার নির্বাহী পরিষদে অন্তর্ভুক্ত হন।,valid,তারপর তিনি বাহরাইন ফুটবল সংস্থার নির্বাহী পরিষদে অন্তর্ভুক্ত হন।,True
734,0533e7c93ab4,কী ছিড়বো এমনিই বুঝতে পারবি!,train,কী ছিড়বো এমনিই বুঝতে পারবি!,True
735,009b5051e45a,তিনি নালন্দা বিশ্ববিদ্যালয়ে অধ্যয়ন করেন।,valid,তিনি নালন্দা বিশ্ববিদ্যালয়ে অধ্যয়ন করেন।,True
736,064048a83542,বিভিন্ন টেলিভিশন বিজ্ঞাপনের মডেল হিসেবে তিনি কাজ করা শুরু করেন।,valid,বিভিন্ন টেলিভিশন বিজ্ঞাপনের মডেল হিসেবে তিনি কাজ করা শুরু করেন।,True
737,005c442ec034,আপনার উচ্চারণ শুনে বুঝেছি।,train,আপনার উচ্চারণ শুনে বুঝেছি।,True
738,03d101397c51,দক্ষিণে সেন্ট্রাল ইস্টার্ন আল্পস পর্বতমালার পাদদেশে রাজ্যটির শুরু হয়েছে।,valid,দক্ষিণে সেন্ট্রাল ইস্টার্ন আল্পস পর্বতমালার পাদদেশে রাজ্যটির শুরু হয়েছে।,True
739,07a921859d43,জাপানের নাগরিক মিয়াতার মাধ্যমে তাঁরা জাপানসহ বিভিন্ন দেশের সঙ্গে ব্যবসা করতেন।,train,জাপানের নাগরিক মিয়াতার মাধ্যমে তাঁরা জাপানসহ বিভিন্ন দেশের সঙ্গে ব্যবসা করতেন।,True
740,01c691109c69,বর্তমানে তিনি আল-ফায়হা হতে আল-শাবাব ক্লাবে ধারে খেলছেন।,valid,বর্তমানে তিনি আল-ফায়হা হতে আল-শাবাব ক্লাবে ধারে খেলছেন।,True
741,0a7fe3d0ed02,যুক্তরাষ্ট্রে চতুর্থ।,valid,যুক্তরাষ্ট্রে চতুর্থ।,True
742,06866b6a7bd8,"প্রতিটি বিন্দু তিনটি রেখার সাথে মিলিত হয়েছে, যারা সম্মিলিতভাবে চোখের আইরিশ গঠন হয়েছিল।",valid,"প্রতিটি বিন্দু তিনটি রেখার সাথে মিলিত হয়েছে, যারা সম্মিলিতভাবে চোখের আইরিশ গঠন হয়েছিল।",True
743,0b8afe0a56d9,"টিনা, আমি তোমার জন্য কি না করেছি।",train,"টিনা, আমি তোমার জন্য কি না করেছি।",True
744,02d4037ab929,এরপর তিনি টেলিভিশন ও চলচ্চিত্র প্রযোজনা ও পরিচালনা শুরু করেন।,valid,এরপর তিনি টেলিভিশন ও চলচ্চিত্র প্রযোজনা ও পরিচালনা শুরু করেন।,True
745,0477301d6ccb,এ কারণে তারা দেবী গৃহ শিক্ষকের নিকট অনানুষ্ঠানিক শিক্ষা গ্রহণ করেন।,valid,এ কারণে তারা দেবী গৃহ শিক্ষকের নিকট অনানুষ্ঠানিক শিক্ষা গ্রহণ করেন।,True
746,041569674f31,তিনি আমাদের স্ল্যাপস্টিক কৌতুকাভিনয় শিখিয়েছেন।,train,তিনি আমাদের স্ল্যাপস্টিক কৌতুকাভিনয় শিখিয়েছেন।,True
747,08e33cec66b7,পূর্বে এই কেন্দ্রটি পাঁশকুড়া লোকসভা কেন্দ্র এর অন্তর্গত ছিল।,valid,পূর্বে এই কেন্দ্রটি পাঁশকুড়া লোকসভা কেন্দ্র এর অন্তর্গত ছিল।,True
748,030791d07d9f,তিনি ট্রেড ইউনিয়ন আন্দোলনের অন্যতম প্রধান নায়ক।,valid,তিনি ট্রেড ইউনিয়ন আন্দোলনের অন্যতম প্রধান নায়ক।,True
749,0ca6e5e1e8b5,"প্রচণ্ড রোদে দরদর করে ঘামছেন প্রত্যেকে, ঘামে চকচক করছে তাদের কপাল।",train,"প্রচণ্ড রোদে দরদর করে ঘামছেন প্রত্যেকে, ঘামে চকচক করছে তাদের কপাল।",True
750,05cb4895e293,ওয়েস্ট ইন্ডিজ দল চমৎকার সূচনা করে।,valid,ওয়েস্ট ইন্ডিজ দল চমৎকার সূচনা করে।,True
751,02fdd588f3eb,ফ্লাফির সঙ্গে খেলছিল।,train,ফ্লাফির সঙ্গে খেলছিল।,True
752,09577704732f,"এই পোশাক পড়ার পর থেকে, কখনো ঠিকমতো ডিউটি করোনি।",train,"এই পোশাক পড়ার পর থেকে, কখনো ঠিকমতো ডিউটি করোনি।",True
753,0118b8c5745f,"কাকি নিজ হাতে আমাকে খাইয়ে দিয়েছেন, যাতে আমি ঠিকমতো প্র্যাকটিসে যেতে পারি।",train,"কাকি নিজ হাতে আমাকে খাইয়ে দিয়েছেন, যাতে আমি ঠিকমতো প্র্যাকটিসে যেতে পারি।",True
754,0235746990b8,এ ইউনিয়নের প্রশাসনিক কার্যক্রম ব্রাহ্মণপাড়া থানার আওতাধীন।,valid,এ ইউনিয়নের প্রশাসনিক কার্যক্রম ব্রাহ্মণপাড়া থানার আওতাধীন।,True
755,043fff564b4a,পরের বছরই এ উপন্যাস গ্রন্থাকারে প্রকাশ করে কমরেড পাবলিশার্স।,valid,পরের বছরই এ উপন্যাস গ্রন্থাকারে প্রকাশ করে কমরেড পাবলিশার্স।,True
756,062b41ea2eea,এ দিকে যে ব্যাবসাটুকু ধরে কোনোমতে তার দিন চলছিল তার সূত্র ছিন্ন হয়ে গেছে।,train,এ দিকে যে ব্যাবসাটুকু ধরে কোনোমতে তার দিন চলছিল তার সূত্র ছিন্ন হয়ে গেছে।,True
757,02430cc29a0f,"শুভকামনা, বেটা।",train,"শুভকামনা, বেটা।",True
758,089086133224,"বলিল, তা ওখানে না হয়, অন্য কোন জায়গায় দেখো না?",train,"বলিল, তা ওখানে না হয়, অন্য কোন জায়গায় দেখো না?",True
759,0ba8db8c9b93,থানা হচ্ছে এখান থেকে দশ মাইল।,train,থানা হচ্ছে এখান থেকে দশ মাইল।,True
760,06973ae572ab,মসলা এবং তেল আলাদা হয়ে এলে ইঁচড়গুলো ঢেলে দিয়ে ভালোমতো কষিয়ে নিন।,train,মসলা এবং তেল আলাদা হয়ে এলে ইঁচড়গুলো ঢেলে দিয়ে ভালোমতো কষিয়ে নিন।,True
761,09f6de2d9871,দলে-মলে যেত চোরকাঁটার বাদামি সৌন্দর্য।,train,দলে-মলে যেত চোরকাঁটার বাদামি সৌন্দর্য।,True
762,071871c15676,এটি বিবাহের এবং পার্টির জন্য সমুদ্র উপকূলবর্তী রেস্তোঁরা এবং ভেন্যু হিসাবে বর্তমানে ব্যবহৃত হচ্ছে।,valid,এটি বিবাহের এবং পার্টির জন্য সমুদ্র উপকূলবর্তী রেস্তোঁরা এবং ভেন্যু হিসাবে বর্তমানে ব্যবহৃত হচ্ছে।,True
763,0b5edeb472ef,দেশের বাজারে ব্যবহারকারীদের ক্রমবর্ধমান চাহিদা পূরণে ওয়েস্টার্ন ডিজিটালের সঙ্গে চুক্তি করা হয়েছে।,train,দেশের বাজারে ব্যবহারকারীদের ক্রমবর্ধমান চাহিদা পূরণে ওয়েস্টার্ন ডিজিটালের সঙ্গে চুক্তি করা হয়েছে।,True
764,040ae74a78b7,পাইকাররা এসে ট্রাকভর্তি করে এসব ফুলের আঁটি নিয়ে যান রাজধানী ঢাকায়।,train,পাইকাররা এসে ট্রাকভর্তি করে এসব ফুলের আঁটি নিয়ে যান রাজধানী ঢাকায়।,True
765,041460539a2b,নিবন্ধনের জন্য নতুন ভোটারদের নিজ নিজ ওয়ার্ডের সংশ্লিষ্ট নিবন্ধনকেন্দ্রে যেতে হবে।,train,নিবন্ধনের জন্য নতুন ভোটারদের নিজ নিজ ওয়ার্ডের সংশ্লিষ্ট নিবন্ধনকেন্দ্রে যেতে হবে।,True
766,04fdc7881b96,"রামেসিস, এই ব্যাপারটার ইতি টানা দরকার।",train,"রামেসিস, এই ব্যাপারটার ইতি টানা দরকার।",True
767,071ad39c7e3f,অন্য কোনো শখের কথা তিনি খুব জোর দিয়ে বলতে পারছিলেন না।,train,অন্য কোনো শখের কথা তিনি খুব জোর দিয়ে বলতে পারছিলেন না।,True
768,04c31ad19da4,"এছাড়াও, আমার ভাইয়ের জন্য একটু সিল শিকারের অনুশীলন।",train,"এছাড়াও, আমার ভাইয়ের জন্য একটু সিল শিকারের অনুশীলন।",True
769,0995de5921ed,অন্নদাবাবুর দিক হইতে না হইবার একটু কারণ ছিল।,train,অন্নদাবাবুর দিক হইতে না হইবার একটু কারণ ছিল।,True
770,05b5c106b43e,আমরা সেটা দেখছি।,train,আমরা সেটা দেখছি।,True
771,0b5c864987ef,এটা আসলেই একটা ভুল।,train,এটা আসলেই একটা ভুল।,True
772,09f39725d292,এটি হিমোগ্লোবিন এর সাথে সম্পর্কযুক্ত।,valid,এটি হিমোগ্লোবিন এর সাথে সম্পর্কযুক্ত।,True
773,065fed1b8a0b,তাহলে আমাদের কি করতে হবে?,train,তাহলে আমাদের কি করতে হবে?,True
774,08717036214c,"ভারতের মধ্যযুগীয় ইতিহাসে বিভিন্ন ধরনের শিল্পকর্ম যেমন বিভিন্ন চিত্রকর্ম, পাথর বা ধাতুর তৈরি মূর্তি বা ভাস্কর্য, প্রাচীর চিত্র ইত্যাদি।",valid,"ভারতের মধ্যযুগীয় ইতিহাসে বিভিন্ন ধরনের শিল্পকর্ম যেমন বিভিন্ন চিত্রকর্ম, পাথর বা ধাতুর তৈরি মূর্তি বা ভাস্কর্য, প্রাচীর চিত্র ইত্যাদি।",True
775,05866bba8fbd,আকসার ভাইদের একজন সম্প্রতি বিদেশ থেকে দেশে ফিরলে বিয়ের বিষয়টি প্রকাশ্যে আসে।,train,আকসার ভাইদের একজন সম্প্রতি বিদেশ থেকে দেশে ফিরলে বিয়ের বিষয়টি প্রকাশ্যে আসে।,True
776,0374e1df9182,"দ্বিতীয়টা হলো, কিছু আলো এই স্বচ্ছ কাচ শোষণ করে নেয়।",train,"দ্বিতীয়টা হলো, কিছু আলো এই স্বচ্ছ কাচ শোষণ করে নেয়।",True
777,051a8bb8fa43,"তফাত একটাই—আলোচনার বিষয়বস্তু নিজের দেশ নয়, হাজার মাইল দূরের একটি দেশ।",train,"তফাত একটাই - আলোচনার বিষয়বস্তু নিজের দেশ নয়, হাজার মাইল দূরের একটি দেশ।",True
778,0bbedbdb2c8b,সকলের আহারাদির পরে অন্নপূর্ণা তাহাকে কাছে বসাইয়া প্রশ্ন করিয়া তাহার ইতিহাস জানিতে প্রবৃত্ত হইলেন।,train,সকলের আহারাদির পরে অন্নপূর্ণা তাহাকে কাছে বসাইয়া প্রশ্ন করিয়া তাহার ইতিহাস জানিতে প্রবৃত্ত হইলেন।,True
779,00ab4139ae40,এই লোকসভা কেন্দ্রর সদর দফতর ভুবনেশ্বর শহরে অবস্থিত।,valid,এই লোকসভা কেন্দ্রর সদর দফতর ভুবনেশ্বর শহরে অবস্থিত।,True
780,015ce02b3854,সম্প্রতি তুরস্ক সরকারের দেওয়া চিঠিতেও কয়েকটি মানব পাচারের ঘটনা প্রকাশ পায়।,train,সম্প্রতি তুরস্ক সরকারের দেওয়া চিঠিতেও কয়েকটি মানব পাচারের ঘটনা প্রকাশ পায়।,True
781,0069b5e7bdab,"হুঙ্গারীর সমস্ত আলাদা, এবং এখানে প্রজাদের ক্ষমতা সম্পূর্ণ।",train,"হুঙ্গারীর সমস্ত আলাদা, এবং এখানে প্রজাদের ক্ষমতা সম্পূর্ণ।",True
782,02b58441e0b5,হাসাতে তো ভালোই পারো।,train,হাসাতে তো ভালোই পারো।,True
783,064c6bd5bf9d,পত্রিকার জন্য মামা রবীন্দ্রনাথকে তিনি একটি ছোট নাটক লিখে দিতে অনুরোধ করেন।,train,পত্রিকার জন্য মামা রবীন্দ্রনাথকে তিনি একটি ছোট নাটক লিখে দিতে অনুরোধ করেন।,True
784,08ba781eb72d,"কী, যা-তা বোর্ড?",train,"কী, যা-তা বোর্ড?",True
785,040570f7224a,সেখানে এবং আরও কয়েকটি জায়গায় চলবে সাংস্কৃতিক অনুষ্ঠান।,train,সেখানে এবং আরও কয়েকটি জায়গায় চলবে সাংস্কৃতিক অনুষ্ঠান।,True
786,0b5216d9f25b,যে আমাদের ছোট্ট মিশেল আজকে একজন মহিলা হয়ে গেলো।,train,যে আমাদের ছোট্ট মিশেল আজকে একজন মহিলা হয়ে গেলো।,True
787,026435f0714d,একই সঙ্গে সন্ত্রাসীদের বিরুদ্ধে বিশেষ ক্ষমতা আইনে ব্যবস্থা নিতেও বলা হয়েছে।,valid,একই সঙ্গে সন্ত্রাসীদের বিরুদ্ধে বিশেষ ক্ষমতা আইনে ব্যবস্থা নিতেও বলা হয়েছে।,True
788,0b4a6189a47f,এত উঁচুতে সড়ক নির্মাণ মোটেও সহজ ছিল না।,valid,এত উঁচুতে সড়ক নির্মাণ মোটেও সহজ ছিল না।,True
789,0ca28b732ffd,"আচ্ছা, তা হলে যাব না।",train,"আচ্ছা, তা হলে যাব না।",True
790,0c7d51d93ef0,কেবলা কোন দিকে দেখাইয়া দেও!,train,কেবলা কোন দিকে দেখাইয়া দেও!,True
791,0519b5dcee08,গুরুত্বপূর্ণ শিক্ষা প্রতিষ্ঠানসমূহ,valid,গুরুত্বপূর্ণ শিক্ষা প্রতিষ্ঠানসমূহ,True
792,0763d0ab7cdd,সাবাস! কালী তার সঙ্গে কাজে লেগেছে।,train,সাবাস! কালী তার সঙ্গে কাজে লেগেছে।,True
793,09605f2d7944,"বোহ, হাস্যকর কথা বলো না তো।",train,"বোহ, হাস্যকর কথা বলো না তো।",True
794,0c3f18de016a,অনেকের মতে তিনি ছিলেন চট্টগ্রামের দক্ষিণাঞ্চলের আন্দোলনের অন্যতম নায়ক।,valid,অনেকের মতে তিনি ছিলেন চট্টগ্রামের দক্ষিণাঞ্চলের আন্দোলনের অন্যতম নায়ক।,True
795,025877d43e42,"গিটার নিয়ে টুং টাং করেন, মাঝেমধ্যে নিজেই গান লেখেন, সুর করেন।",train,"গিটার নিয়ে টুং টাং করেন, মাঝেমধ্যে নিজেই গান লেখেন, সুর করেন।",True
796,0ad18cce7ea2,চট্টগ্রাম নগরের ষোলশহর ভূমি কার্যালয় থেকে দুই দালালকে আটক করেছেন ভ্রাম্যমাণ আদালত।,train,চট্টগ্রাম নগরের ষোলশহর ভূমি কার্যালয় থেকে দুই দালালকে আটক করেছেন ভ্রাম্যমাণ আদালত।,True
797,09b4e1187468,মুহাম্মাদ তাকে দেখতে যেতেন এবং তার গৃহে দুপুরে বিশ্রাম নিতেন।,valid,মুহাম্মাদ তাকে দেখতে যেতেন এবং তার গৃহে দুপুরে বিশ্রাম নিতেন।,True
798,00cfcf06609b,ঈদগাঁও ইউনিয়নের উত্তর প্রান্ত দিয়ে প্রবাহিত হচ্ছে ঈদগাঁও নদী।,valid,ঈদগাঁও ইউনিয়নের উত্তর প্রান্ত দিয়ে প্রবাহিত হচ্ছে ঈদগাঁও নদী।,True
799,0a8ad984b8b6,কোলাহলময় জীবনকে পেছনে ফেলে কয়েক ঘণ্টার জন্য আবারও সবাই হারিয়ে যায় গানের ভুবনে।,train,কোলাহলময় জীবনকে পেছনে ফেলে কয়েক ঘণ্টার জন্য আবারও সবাই হারিয়ে যায় গানের ভুবনে।,True
800,031535e125c9,আর কেউ সেটা পরিবর্তন করতে পারবে না।,train,আর কেউ সেটা পরিবর্তন করতে পারবে না।,True
801,0092c7af2668,আর একটু অপেক্ষা কর।,train,আর একটু অপেক্ষা কর।,True
802,04bd51756921,আমার কিন্তু মনে হয় আপনি জানেন।,train,আমার কিন্তু মনে হয় আপনি জানেন।,True
803,038f8c4b4ce6,উত্তর-পূর্ব দিকের স্বতন্ত্র সাংস্কৃতিক ঐতিহ্য নিয়ে তামিল সম্প্রদায় দেশের সর্ববৃহৎ সংখ্যালঘু সম্প্রদায়।,valid,উত্তর-পূর্ব দিকের স্বতন্ত্র সাংস্কৃতিক ঐতিহ্য নিয়ে তামিল সম্প্রদায় দেশের সর্ববৃহৎ সংখ্যালঘু সম্প্রদায়।,True
804,01d2e9bc04ff,আমরা কি আজ সন্ধ্যায় পার্কে তাকে নিয়ে খেলব?,train,আমরা কি আজ সন্ধ্যায় পার্কে তাকে নিয়ে খেলব?,True
805,0c18e242ef02,নির্বাচনকে সামনে রেখে ভারতেও এই ধরনের পরিবর্তন হয় বলে উদাহরণ টানেন মেনন।,train,নির্বাচনকে সামনে রেখে ভারতেও এই ধরনের পরিবর্তন হয় বলে উদাহরণ টানেন মেনন।,True
806,0235a747d5e8,শাবান মাসের মধ্য তারিখের গুরুত্ব রয়েছে।,valid,শাবান মাসের মধ্য তারিখের গুরুত্ব রয়েছে।,True
807,0407bec501b9,তিনি হচ্ছেন একজন সাবেক ডাব্লিউডাব্লিউই র নারী চ্যাম্পিয়ন।,valid,তিনি হচ্ছেন একজন সাবেক ডাব্লিউডাব্লিউই র নারী চ্যাম্পিয়ন।,True
808,0af68b271109,প্রিন্স আলফ্রেড কলেজে অধ্যয়ন করেন।,valid,প্রিন্স আলফ্রেড কলেজে অধ্যয়ন করেন।,True
809,00398d791b6c,আমি একজন ভ্যাম্পায়ার।,train,আমি একজন ভ্যাম্পায়ার।,True
810,0c0f8a88b2f5,সময়ের সাথে সাথে তার ক্রীড়াশৈলীর মানের উত্তরোত্তর বৃদ্ধি পাতে থাকে।,valid,সময়ের সাথে সাথে তার ক্রীড়াশৈলীর মানের উত্তরোত্তর বৃদ্ধি পাতে থাকে।,True
811,0094870059e2,আমরা চাই যেন প্রতিবন্ধীদের সুযোগ–সুবিধার বিষয় পরিকল্পনায় গুরুত্বের সঙ্গে ভাবা হয়।,train,আমরা চাই যেন প্রতিবন্ধীদের সুযোগ-সুবিধার বিষয় পরিকল্পনায় গুরুত্বের সঙ্গে ভাবা হয়।,True
812,0a7bc38b683c,বালের টর্চটা কাজ করছে না।,train,বালের টর্চটা কাজ করছে না।,True
813,03df1b513237,"তাদের বলা হয়, জীববিজ্ঞান দ্বিতীয়পত্রের প্রশ্নপত্র আনা হচ্ছে একটু দেরি হবে।",train,"তাদের বলা হয়, জীববিজ্ঞান দ্বিতীয়পত্রের প্রশ্নপত্র আনা হচ্ছে একটু দেরি হবে।",True
814,095f2fcd6eb1,আমি কিচ্ছু জানি না।,train,আমি কিচ্ছু জানি না।,True
815,00edabb20e8d,"কিন্তু গীতোক্ত ঘটনা যথাযথ ঘটিয়াছিল কিনা, সেজন্য তোমাদের মাথা ঘামাইবার কারণও দেখিতেছি না।",train,"কিন্তু গীতোক্ত ঘটনা যথাযথ ঘটিয়াছিল কিনা, সেজন্য তোমাদের মাথা ঘামাইবার কারণও দেখিতেছি না।",True
816,0935cb7da52c,ফ্রি-তে কুমড়োর যত্ন করব।,train,ফ্রি-তে কুমড়োর যত্ন করব।,True
817,025a3d00e839,ভাষাশহীদ আবদুল জব্বার আনসার ভিডিপি স্কুল অ্যান্ড কলেজে মোট পাঁচটি কেন্দ্র।,train,ভাষাশহীদ আবদুল জব্বার আনসার ভিডিপি স্কুল অ্যান্ড কলেজে মোট পাঁচটি কেন্দ্র।,True
818,02c158303287,এটাকে কেটে ফেলা যায় না?,train,এটাকে কেটে ফেলা যায় না?,True
819,0c97516ec796,ভোলা আপনার ভাই না-কি?,train,ভোলা আপনার ভাই না-কি?,True
820,057d207311a4,রাষ্ট্রটি বহুদিন যাবৎ পশ্চিম সামোয়া নামে পরিচিত ছিল।,valid,রাষ্ট্রটি বহুদিন যাবৎ পশ্চিম সামোয়া নামে পরিচিত ছিল।,True
821,06d6c26af742,আমি একজন অ্যানেস্থেটিস্ট।,train,আমি একজন অ্যানেস্থেটিস্ট।,True
822,02dc32c20600,এটা ছেড়ে নামো!,train,এটা ছেড়ে নামো!,True
823,0938631878dc,গতবারে শ্বশুরালয়ে আমাকে বড়ই মাটি করিয়াছিল?,train,গতবারে শ্বশুরালয়ে আমাকে বড়ই মাটি করিয়াছিল?,True
824,081d1a0f8a63,এছাড়া তিনি আরও দুটি হিন্দি ছবিতে কাজ করছেন।,valid,এছাড়া তিনি আরও দুটি হিন্দি ছবিতে কাজ করছেন।,True
825,0c5d69c49bf0,"এবার আর আকৃতির কোনো পরিবর্তন আসেনি, এবার পরিবর্তনটা এসেছে রঙে।",train,"এবার আর আকৃতির কোনো পরিবর্তন আসেনি, এবার পরিবর্তনটা এসেছে রঙে।",True
826,00cd20581db8,"আশা করি, ওরা ঠিক আছে!",train,"আশা করি, ওরা ঠিক আছে!",True
827,0bb15cdb7ce2,"আসো, বসো।",train,"আসো, বসো।",True
828,07bf4beb120c,নয়তলা ভবনটি মাথার ওপর ধসে পড়ার সময় হয়তো একে অন্যকে আঁকড়ে ধরেছিলেন।,train,নয়তলা ভবনটি মাথার ওপর ধসে পড়ার সময় হয়তো একে অন্যকে আঁকড়ে ধরেছিলেন।,True
829,03521a74ed68,অথচ সওজ কর্তৃপক্ষ এটি পুনঃ মেরামতে কোনো ব্যবস্থাই গ্রহণ করছে না।,train,অথচ সওজ কর্তৃপক্ষ এটি পুনঃ মেরামতে কোনো ব্যবস্থাই গ্রহণ করছে না।,True
830,0c73008a4794,তুমি টাকা চাও?,train,তুমি টাকা চাও?,True
831,00c58ca9d51b,অন্য কিছু চাই?,train,অন্য কিছু চাই?,True
832,0b602844a278,আপনি হুইটেকার ক্রপ ডাস্টিং কোম্পানিতে কল দিয়েছেন।,train,আপনি হুইটেকার ক্রপ ডাস্টিং কোম্পানিতে কল দিয়েছেন।,True
833,04f3d8eb14f5,দুপুরে সেখানে যাওয়ার পর ইমন নানাভাবে কালক্ষেপণ করতে থাকে।,train,দুপুরে সেখানে যাওয়ার পর ইমন নানাভাবে কালক্ষেপণ করতে থাকে।,True
834,084c0e7ec4ef,কলেজ টি তে স্থায়ী কোন শিক্ষক নেই।,valid,কলেজ টি তে স্থায়ী কোন শিক্ষক নেই।,True
835,06bec15c0dde,তিনি লাসা যাত্রা করে সে-রা বৌদ্ধবিহার বিশ্ববিদ্যালয়ে ভর্তি হন।,train,তিনি লাসা যাত্রা করে সে-রা বৌদ্ধবিহার বিশ্ববিদ্যালয়ে ভর্তি হন।,True
836,0a1c6eca0964,তিনি বলেন যে গোয়েন্দা সূত্র অনুসরণ করে নাগরিকদের ক্ষতি কমিয়ে লক্ষ্যে লক্ষ্য নির্ধারণ করা হয়েছিল বোমা ফেলার জন্য।,valid,তিনি বলেন যে গোয়েন্দা সূত্র অনুসরণ করে নাগরিকদের ক্ষতি কমিয়ে লক্ষ্যে লক্ষ্য নির্ধারণ করা হয়েছিল বোমা ফেলার জন্য।,True
837,06d97f4f5128,তবে অল্প কিছুদিনের মধ্যে তাঁরা বেতন-ভাতা পাবেন বলে তিনি আশাবাদ ব্যক্ত করেন।,train,তবে অল্প কিছুদিনের মধ্যে তাঁরা বেতন-ভাতা পাবেন বলে তিনি আশাবাদ ব্যক্ত করেন।,True
838,0ae0ab7136f7,শ্রীলঙ্কা ক্রিকেট দলের সাবেক অধিনায়ক ছিলেন তিনি।,valid,শ্রীলঙ্কা ক্রিকেট দলের সাবেক অধিনায়ক ছিলেন তিনি।,True
839,01355706c625,"তারপর ভক্তিযোগ, রাজযোগ, কর্মযোগ নিয়েও ঐভাবে সাধন কর।",train,"তারপর ভক্তিযোগ, রাজযোগ, কর্মযোগ নিয়েও ঐভাবে সাধন কর।",True
840,04138d490c37,তিনি দ্য নিউ ইয়র্ক টাইমস পত্রিকার সাবেক নির্বাহী সম্পাদক হিসেবে খ্যাত।,valid,তিনি দ্য নিউ ইয়র্ক টাইমস পত্রিকার সাবেক নির্বাহী সম্পাদক হিসেবে খ্যাত।,True
841,067cb35ea831,"আচ্ছা ভাই রশিদ, আপনার কাছে সিগারেট আছে?",train,"আচ্ছা ভাই রশিদ, আপনার কাছে সিগারেট আছে?",True
842,02c9a2ff5bef,তবে ব্যাংকটি অন্যায় কাজ করেছে বলে এখন পর্যন্ত আনুষ্ঠানিকভাবে অভিযোগ আনা হয়নি।,train,তবে ব্যাংকটি অন্যায় কাজ করেছে বলে এখন পর্যন্ত আনুষ্ঠানিকভাবে অভিযোগ আনা হয়নি।,True
